"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"209734_at"	1.45678233703062e-09	9.59198246604525e-13	-41.9056479698973	19.7951639877202	-2.78598021562475	"NCKAP1L"	"NCK associated protein 1 like"
"221978_at"	1.51435520894475e-09	1.02480370792786e-12	-41.6329863967251	19.7357992624446	-3.59557511119164	"HLA-F"	"major histocompatibility complex, class I, F"
"203964_at"	1.76846828714738e-09	1.23258212225695e-12	-40.8813926354548	19.5694118914464	-2.29383183321754	"NMI"	"N-myc and STAT interactor"
"219684_at"	1.76846828714738e-09	1.28044660666763e-12	-40.7279661249987	19.5349417665033	-3.0028442062826	"RTP4"	"receptor transporter protein 4"
"210163_at"	1.76846828714738e-09	1.29380395950425e-12	-40.6862717067043	19.5255443384962	-8.87422742390687	"CXCL11"	"C-X-C motif chemokine ligand 11"
"1556261_a_at"	1.93049120611205e-09	1.45530865652873e-12	-40.2166077390674	19.4187928455593	-14.1264716353482	"LOC105378732"	"uncharacterized LOC105378732"
"203610_s_at"	1.93049120611205e-09	1.48295620771296e-12	-40.1419664436847	19.4016746232308	-3.08043677925235	"TRIM38"	"tripartite motif containing 38"
"234651_at"	1.9331995302182e-09	1.52039469226123e-12	-40.0432911713647	19.3789795047548	-2.57168027017325	""	""
"221653_x_at"	2.10808701158648e-09	1.69649434860183e-12	-39.6123854583579	19.2789971495088	-2.87661691497293	"APOL2"	"apolipoprotein L2"
"206576_s_at"	2.21133264150176e-09	1.82002686543355e-12	-39.3384424452824	19.2146848766668	-4.67038799280588	"CEACAM1"	"carcinoembryonic antigen related cell adhesion molecule 1"
"214522_x_at"	2.38175650227834e-09	2.00385549345777e-12	-38.9664530225616	19.1264057005532	-3.64016298387378	"HIST1H3D///HIST1H2AD"	"histone cluster 1, H3d///histone cluster 1, H2ad"
"239587_at"	2.44487384391753e-09	2.10167481781662e-12	-38.7834847075517	19.0825779357902	-2.31921036055371	"TLR3"	"toll like receptor 3"
"222257_s_at"	2.69724049813594e-09	2.42284683888677e-12	-38.2425855392958	18.951417368719	-2.80162217013725	"ACE2"	"angiotensin I converting enzyme 2"
"225546_at"	2.69724049813594e-09	2.46690632055956e-12	38.1745731726453	18.9347544328528	2.90641568255036	"LOC101930123///EEF2K"	"eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase"
"34187_at"	2.69724049813594e-09	2.52383437513755e-12	-38.0886442845553	18.9136467735699	-2.90481695199434	"RBMS2"	"RNA binding motif single stranded interacting protein 2"
"206271_at"	2.69724049813594e-09	2.56011823921499e-12	-38.0349790483295	18.9004330227672	-2.77933374368447	"TLR3"	"toll like receptor 3"
"204769_s_at"	2.69724049813594e-09	2.56527674262586e-12	-38.0274172469473	18.898569170986	-2.99488873572537	"TAP2"	"transporter 2, ATP binding cassette subfamily B member"
"212205_at"	2.85659368703257e-09	2.80510530901691e-12	37.6931607690311	18.8156981063247	3.12283006932947	"H2AFV"	"H2A histone family member V"
"219691_at"	2.85659368703257e-09	2.84929122548035e-12	-37.6350071020092	18.8011832223114	-3.18166131614112	"SAMD9"	"sterile alpha motif domain containing 9"
"202688_at"	2.85659368703257e-09	2.8735738964205e-12	-37.6034682682236	18.793299162452	-1.99474123852753	"TNFSF10"	"tumor necrosis factor superfamily member 10"
"204563_at"	2.91232867805844e-09	2.98290637350293e-12	-37.4649991037989	18.7585835255112	-5.28375991078262	"SELL"	"selectin L"
"224998_at"	2.92862154815127e-09	3.0531582669341e-12	37.3789333445384	18.7369225349148	3.06429207909869	"CMTM4"	"CKLF like MARVEL transmembrane domain containing 4"
"227347_x_at"	2.97934968075006e-09	3.16053555525383e-12	-37.2514985314822	18.7047316579282	-2.3051904453375	"HES4"	"hes family bHLH transcription factor 4"
"209761_s_at"	3.38195442389077e-09	3.74790210589451e-12	-36.6293034724729	18.5455071889643	-3.12863890681271	"SP110"	"SP110 nuclear body protein"
"209593_s_at"	3.38195442389077e-09	3.78899033171718e-12	-36.589854705065	18.5352954765132	-3.08399553511887	"TOR1B"	"torsin family 1 member B"
"224963_at"	3.38195442389077e-09	3.89318032416234e-12	36.4918903611104	18.5098755704835	1.89678235319105	"SLC26A2"	"solute carrier family 26 member 2"
"226103_at"	3.38195442389077e-09	3.9697264877709e-12	-36.4217339764869	18.4916178080715	-7.04682458496677	"NEXN"	"nexilin F-actin binding protein"
"217502_at"	3.38195442389077e-09	4.06916854840702e-12	-36.3327783275347	18.4684031725522	-6.56590337885111	"IFIT2"	"interferon induced protein with tetratricopeptide repeats 2"
"1559370_at"	3.38195442389077e-09	4.12589685892319e-12	-36.2830944602728	18.4554057482839	-4.39144026979195	"LOC101926921///DAB2"	"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"
"209276_s_at"	3.38195442389077e-09	4.21827191090004e-12	-36.2037733200441	18.4346081801531	-2.23091917125324	"GLRX"	"glutaredoxin"
"209124_at"	3.38195442389077e-09	4.373984229683e-12	-36.0742859198114	18.4005326640358	-1.87785993911919	"MYD88"	"myeloid differentiation primary response 88"
"228531_at"	3.38195442389077e-09	4.43497785337087e-12	-36.0249377954847	18.387505500054	-2.64249638603136	"SAMD9"	"sterile alpha motif domain containing 9"
"209417_s_at"	3.38195442389077e-09	4.50390705890775e-12	-35.9700579048217	18.3729914432903	-4.35136670926533	"IFI35"	"interferon induced protein 35"
"204698_at"	3.38195442389077e-09	4.50941368117198e-12	-35.9657134727284	18.3718412752674	-4.03800773568517	"ISG20"	"interferon stimulated exonuclease gene 20"
"219806_s_at"	3.38195442389077e-09	4.52525759113009e-12	35.9532458717005	18.3685395589833	2.29627311943615	"SMCO4"	"single-pass membrane protein with coiled-coil domains 4"
"203567_s_at"	3.38195442389077e-09	4.53418978558289e-12	-35.946238210223	18.3666831274726	-2.66180932906819	"TRIM38"	"tripartite motif containing 38"
"211122_s_at"	3.38195442389077e-09	4.58368865579548e-12	-35.9076769831913	18.3564594919674	-8.99529418504384	"CXCL11"	"C-X-C motif chemokine ligand 11"
"33304_at"	3.38195442389077e-09	4.66530827587075e-12	-35.8450800302653	18.3398337047769	-3.9403324730455	"ISG20"	"interferon stimulated exonuclease gene 20"
"211889_x_at"	3.38195442389077e-09	4.7159880416625e-12	-35.80681377886	18.3296520660881	-4.46956781460607	"CEACAM1"	"carcinoembryonic antigen related cell adhesion molecule 1"
"214472_at"	3.38195442389077e-09	4.72882246697278e-12	-35.7971946156629	18.3270904966408	-4.02465621913339	"HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD"	"histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a///histone cluster 1, H2ad"
"241467_at"	3.38195442389077e-09	4.74797444044877e-12	-35.782893715003	18.3232805781949	-3.18120962777999	""	""
"230615_at"	3.38195442389077e-09	4.79528583354467e-12	-35.7478356370019	18.3139325701354	-6.0044107075614	"DUOXA2"	"dual oxidase maturation factor 2"
"211799_x_at"	3.38195442389077e-09	4.8247360779786e-12	-35.7262039460517	18.3081588397461	-1.88602004363732	"HLA-C"	"major histocompatibility complex, class I, C"
"229893_at"	3.40801190615631e-09	4.94054695355633e-12	-35.6425223613824	18.2857816809309	-4.74037029391706	"FRMD3"	"FERM domain containing 3"
"239669_at"	3.40801190615631e-09	4.98657434828541e-12	-35.6098603333465	18.2770295796126	-4.34683778249711	""	""
"211569_s_at"	3.41711718063102e-09	5.06239582315707e-12	35.5567706051772	18.2627820527449	2.10977255661563	"HADH"	"hydroxyacyl-CoA dehydrogenase"
"208392_x_at"	3.44612029247242e-09	5.16839257398699e-12	-35.4839971438031	18.2432084264887	-3.92782304216872	"SP110"	"SP110 nuclear body protein"
"227462_at"	3.63287914543225e-09	5.57164924604557e-12	-35.2213775037265	18.1721500494738	-4.15203107629419	"ERAP2"	"endoplasmic reticulum aminopeptidase 2"
"225076_s_at"	3.63287914543225e-09	5.58137811095216e-12	-35.2153018933413	18.1704982624728	-2.54653397763483	"ZNFX1"	"zinc finger NFX1-type containing 1"
"1555491_a_at"	3.63689139656676e-09	5.7138957378856e-12	-35.1336842417531	18.1482739778458	-2.93634660708072	"C19orf66"	"chromosome 19 open reading frame 66"
"204279_at"	3.63689139656676e-09	5.72057905998612e-12	-35.1296231539644	18.1471664616797	-2.64510618152125	"PSMB9"	"proteasome subunit beta 9"
"38241_at"	3.65570261520159e-09	5.9292633158885e-12	-35.0053721384705	18.1132036353057	-2.5544146701806	"BTN3A3"	"butyrophilin subfamily 3 member A3"
"205234_at"	3.65570261520159e-09	5.94628605099244e-12	-34.9954491806697	18.1104847755327	-2.68616222018072	"SLC16A4"	"solute carrier family 16 member 4"
"227807_at"	3.65570261520159e-09	5.95075505720972e-12	-34.9928492563239	18.1097722446115	-2.71205576192368	"PARP9"	"poly(ADP-ribose) polymerase family member 9"
"218999_at"	3.6724471821454e-09	6.0451805467414e-12	-34.9384110277737	18.0948377477454	-4.1460097882628	"TMEM140"	"transmembrane protein 140"
"229723_at"	3.71388869817457e-09	6.18132366774369e-12	-34.8615427158127	18.0737001382324	-4.52983394123603	"TAGAP"	"T-cell activation RhoGTPase activating protein"
"230645_at"	3.76148547393489e-09	6.34527932309072e-12	-34.7714002756585	18.0488379557544	-4.93123092149031	"FRMD3"	"FERM domain containing 3"
"1552790_a_at"	3.76148547393489e-09	6.39813715731038e-12	34.7428829854011	18.0409558242686	2.28368461759139	"SEC62"	"SEC62 homolog, preprotein translocation factor"
"213073_at"	3.81692678802379e-09	6.56225181662983e-12	-34.6559621429513	18.0168811124895	-2.08907322080687	"ZFYVE26"	"zinc finger FYVE-type containing 26"
"229699_at"	3.96183737186939e-09	6.88385094334873e-12	34.4923461809536	17.9713589159512	2.49277528975866	"LOC100129550"	"uncharacterized LOC100129550"
"219759_at"	3.96678066549434e-09	6.96499211499692e-12	-34.4523887693008	17.9602008345325	-4.03636900719706	"ERAP2"	"endoplasmic reticulum aminopeptidase 2"
"212380_at"	4.00460214134218e-09	7.19349637609249e-12	-34.3425515395353	17.9294456760441	-2.19414826040324	"CMTR1"	"cap methyltransferase 1"
"226590_at"	4.00460214134218e-09	7.24289503299014e-12	-34.319309980811	17.9229221982998	-2.91269584890175	"ZNF618"	"zinc finger protein 618"
"210597_x_at"	4.00460214134218e-09	7.30744966831689e-12	-34.2891985237785	17.9144622950718	-2.44481793789734	"PRB1"	"proline rich protein BstNI subfamily 1"
"235569_at"	4.00460214134218e-09	7.32437520135744e-12	-34.2813519096554	17.9122562489325	-2.63451081504937	"VPS37D"	"VPS37D, ESCRT-I subunit"
"210397_at"	4.09263293162663e-09	7.57836260747022e-12	-34.1659383087083	17.8797355091031	-3.17966874428371	"DEFB1"	"defensin beta 1"
"211366_x_at"	4.09263293162663e-09	7.63509024281511e-12	-34.1407407093603	17.8726173000502	-2.17849556435513	"CASP1"	"caspase 1"
"1555319_at"	4.0943974077018e-09	7.71326809315566e-12	-34.1063498681982	17.8628915162051	-2.40856368175056	"STAB1"	"stabilin 1"
"242600_at"	4.11236619190545e-09	7.82833081313831e-12	-34.0564228365546	17.8487504093598	-5.08204626411667	"FRMD3"	"FERM domain containing 3"
"37943_at"	4.11236619190545e-09	7.97532946528155e-12	-33.9937973981482	17.8309762931463	-2.05659403953194	"ZFYVE26"	"zinc finger FYVE-type containing 26"
"209939_x_at"	4.11236619190545e-09	8.02509997413065e-12	-33.9728803887338	17.8250306677966	-2.09921930693111	"CFLAR"	"CASP8 and FADD like apoptosis regulator"
"202912_at"	4.11236619190545e-09	8.1150302457455e-12	-33.9354439913133	17.8143781096728	-2.03475899555675	"ADM"	"adrenomedullin"
"226085_at"	4.11236619190545e-09	8.16716015987229e-12	33.9139510720096	17.8082557065213	2.82412306646772	"CBX5"	"chromobox 5"
"225009_at"	4.11236619190545e-09	8.19840722300309e-12	33.9011400927744	17.8046041282549	3.34317240698392	"CMTM4"	"CKLF like MARVEL transmembrane domain containing 4"
"209546_s_at"	4.13344004761908e-09	8.31602021468858e-12	-33.8533958510223	17.7909802945896	-2.74597765273417	"APOL1"	"apolipoprotein L1"
"1567035_at"	4.36796270000947e-09	8.86774320440880e-12	-33.6389015383615	17.7294799877739	-4.2095754721508	"C20orf181"	"chromosome 20 open reading frame 181"
"213716_s_at"	4.53557085069184e-09	9.29346220141809e-12	-33.4831714611813	17.6845247357728	-2.47468890157045	"SECTM1"	"secreted and transmembrane 1"
"233164_x_at"	4.53557085069184e-09	9.48485024130795e-12	-33.4156929156264	17.6649653753908	-3.05363502853536	"RHBDD1"	"rhomboid domain containing 1"
"209762_x_at"	4.53557085069184e-09	9.57536371535821e-12	-33.3842987031165	17.655848861428	-3.15149819237363	"SP110"	"SP110 nuclear body protein"
"211331_x_at"	4.53557085069184e-09	9.63092526926302e-12	-33.3651882931003	17.6502942560548	-2.60833857217865	"HFE"	"hemochromatosis"
"238025_at"	4.53557085069184e-09	9.65185150719043e-12	-33.3580220509067	17.6482103172864	-3.95854525999189	"MLKL"	"mixed lineage kinase domain like"
"205841_at"	4.53557085069184e-09	9.70574832246812e-12	-33.3396431768169	17.6428632350989	-2.66432966610612	"JAK2"	"Janus kinase 2"
"206082_at"	4.65220765098778e-09	1.00404298640431e-11	-33.2279664736382	17.6102943596962	-2.73908028477307	"HCP5"	"HLA complex P5 (non-protein coding)"
"220104_at"	4.72187874905148e-09	1.02899776438958e-11	-33.147323515413	17.5866923362368	-3.50194540468189	"ZC3HAV1"	"zinc finger CCCH-type containing, antiviral 1"
"205108_s_at"	4.72187874905148e-09	1.06457915652899e-11	-33.0359771953562	17.5539882650136	-4.01188806476417	"APOB"	"apolipoprotein B"
"1553555_at"	4.72187874905148e-09	1.06745580714247e-11	-33.0271541687129	17.5513910359822	-3.27136048461577	"TAS2R38"	"taste 2 receptor member 38"
"219727_at"	4.72187874905148e-09	1.06979758179512e-11	-33.0199909127048	17.5492817674405	-3.25909332702595	"DUOX2"	"dual oxidase 2"
"242961_x_at"	4.72187874905148e-09	1.07602031739579e-11	-33.0010394789536	17.543698687546	-4.07114063711371	"DDX58"	"DEXD/H-box helicase 58"
"217436_x_at"	4.72187874905148e-09	1.08042980703166e-11	-32.9876829710308	17.539761509943	-2.09254579576507	"HLA-J"	"major histocompatibility complex, class I, J (pseudogene)"
"207752_x_at"	4.72187874905148e-09	1.08619142604296e-11	-32.9703206733218	17.5346406031875	-2.44425706888615	"PRB1"	"proline rich protein BstNI subfamily 1"
"219716_at"	4.72187874905148e-09	1.09631720511124e-11	-32.9400507158774	17.5257047598332	-2.6804434700413	"APOL6"	"apolipoprotein L6"
"204249_s_at"	4.72187874905148e-09	1.09680585483226e-11	-32.938597716607	17.5252755744067	-3.55452932996731	"LMO2"	"LIM domain only 2"
"204804_at"	4.82532299640657e-09	1.12965952179248e-11	-32.8425034826704	17.4968398356436	-3.05002550354418	"TRIM21"	"tripartite motif containing 21"
"232155_at"	4.88588112643944e-09	1.1602270723365e-11	-32.7558107477444	17.4710987421019	-3.48266257328976	"RNF213"	"ring finger protein 213"
"214058_at"	4.88588112643944e-09	1.16170927560517e-11	32.7516709740718	17.469867465558	2.28364882850493	"MYCL"	"v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog"
"209970_x_at"	4.89173321914835e-09	1.180009880887e-11	-32.7010300719315	17.4547901465756	-2.13310767017431	"CASP1"	"caspase 1"
"1568592_at"	4.89173321914835e-09	1.18784420613397e-11	-32.6796139829399	17.4484053567796	-3.06180108769933	"TRIM69"	"tripartite motif containing 69"
"227935_s_at"	4.89173321914835e-09	1.18994150552671e-11	-32.6739070511447	17.4467030847179	-2.57621749110634	"PCGF5"	"polycomb group ring finger 5"
"200628_s_at"	4.9049314765125e-09	1.20212312364458e-11	-32.6409765555714	17.4368734382837	-3.56465126283354	"WARS"	"tryptophanyl-tRNA synthetase"
"203373_at"	4.94348236064491e-09	1.2206129285543e-11	-32.5916864761733	17.4221378903082	-2.75716105984749	"SOCS2"	"suppressor of cytokine signaling 2"
"208729_x_at"	4.95784280173878e-09	1.233226558823e-11	-32.5585288833767	17.4122099495368	-1.57500262397617	"HLA-B"	"major histocompatibility complex, class I, B"
"219209_at"	5.04053854205982e-09	1.26301560175985e-11	-32.4816770202941	17.3891517786469	-3.69547705140008	"IFIH1"	"interferon induced with helicase C domain 1"
"218776_s_at"	5.04372464680637e-09	1.28117560083245e-11	-32.4357961537373	17.3753542746614	-1.64459138008163	"TMEM62"	"transmembrane protein 62"
"211883_x_at"	5.04372464680637e-09	1.29415549086937e-11	-32.4034378833762	17.3656090606396	-4.36361057144698	"CEACAM1"	"carcinoembryonic antigen related cell adhesion molecule 1"
"220064_at"	5.04372464680637e-09	1.29848814485494e-11	-32.3927159837772	17.3623773769393	-3.25082908556253	"LOC100506124///TTC21B"	"uncharacterized LOC100506124///tetratricopeptide repeat domain 21B"
"222793_at"	5.04372464680637e-09	1.3007136263369e-11	-32.3872238958555	17.3607215049594	-4.59507835106171	"DDX58"	"DEXD/H-box helicase 58"
"229958_at"	5.22920182781947e-09	1.35888183654485e-11	32.2472223341667	17.3183952512236	4.34037734774634	"CLN8"	"ceroid-lipofuscinosis, neuronal 8"
"1552789_at"	5.22920182781947e-09	1.36767418633413e-11	32.2266338208688	17.3121519654537	2.56595561557393	"SEC62"	"SEC62 homolog, preprotein translocation factor"
"207002_s_at"	5.25505790871518e-09	1.38404817348877e-11	-32.1886760793198	17.3006289149752	-2.1533779183538	"PLAGL1"	"PLAG1 like zinc finger 1"
"203568_s_at"	5.26346745939723e-09	1.40548783943014e-11	-32.1397135295243	17.2857407022379	-2.14665111834868	"TRIM38"	"tripartite motif containing 38"
"216075_at"	5.26346745939723e-09	1.41066376131902e-11	-32.1280158613718	17.282179680849	-3.53406489594382	""	""
"205241_at"	5.26346745939723e-09	1.41995445576748e-11	-32.1071363993102	17.2758196159758	-2.38131030276813	"SCO2"	"SCO2 cytochrome c oxidase assembly protein"
"225291_at"	5.26346745939723e-09	1.42682586223067e-11	-32.091790130254	17.271141812405	-2.55223281431721	"PNPT1"	"polyribonucleotide nucleotidyltransferase 1"
"210797_s_at"	5.26346745939723e-09	1.43439716771868e-11	-32.0749743649733	17.2660129679208	-7.63402181095838	"OASL"	"2'-5'-oligoadenylate synthetase like"
"1570541_s_at"	5.27978552593341e-09	1.44850083016006e-11	-32.0439084409309	17.2565292207638	-5.0010452570515	"GBP1P1"	"guanylate binding protein 1 pseudogene 1"
"231769_at"	5.313559131705e-09	1.46748500939635e-11	-32.0026123306443	17.243905168065	-2.05670381034458	"FBXO6"	"F-box protein 6"
"238581_at"	5.5342368588102e-09	1.54438706108023e-11	-31.8411246952366	17.1943491325168	-4.34567858509934	"GBP5"	"guanylate binding protein 5"
"235813_at"	5.5342368588102e-09	1.5486753349757e-11	-31.8323808987317	17.1916572382485	-2.39109740285829	"LOC101927027"	"uncharacterized LOC101927027"
"227458_at"	5.59079545825974e-09	1.57472793886054e-11	-31.7798241707708	17.1754581072329	-4.43292020539491	"CD274"	"CD274 molecule"
"239582_at"	5.64844707888197e-09	1.60691032520171e-11	-31.7162035297023	17.1558055054228	-3.0076680765008	"PML"	"promyelocytic leukemia"
"204821_at"	5.64844707888197e-09	1.61855900966127e-11	-31.69351941059	17.1487868067018	-2.46005678881021	"BTN3A3"	"butyrophilin subfamily 3 member A3"
"201212_at"	5.64844707888197e-09	1.62986968898103e-11	-31.6716642682603	17.1420188679664	-2.29456334167756	"LGMN"	"legumain"
"230966_at"	5.64844707888197e-09	1.64089191517751e-11	-31.6505260063042	17.1354675672729	-5.41119999391711	"IL4I1"	"interleukin 4 induced 1"
"228675_at"	5.64844707888197e-09	1.64262109838543e-11	-31.647223946258	17.1344436960117	-4.09224502546785	"USP30-AS1"	"USP30 antisense RNA 1"
"213675_at"	5.68800832546927e-09	1.66452918532251e-11	31.6057153923429	17.1215621254371	2.6016238020683	"PARVA"	"parvin alpha"
"224973_at"	5.89481404793599e-09	1.73583001685907e-11	-31.4746617093934	17.0807574066782	-2.75569931517505	"FAM46A"	"family with sequence similarity 46 member A"
"209498_at"	5.93730104127209e-09	1.75920030852506e-11	-31.4329875018428	17.0677389029219	-4.05526197235458	"CEACAM1"	"carcinoembryonic antigen related cell adhesion molecule 1"
"208546_x_at"	6.07765972593465e-09	1.81190404266548e-11	-31.3411938328866	17.0389903578314	-1.91128353177283	"HIST1H2BH"	"histone cluster 1, H2bh"
"225929_s_at"	6.15401237342307e-09	1.84592232142914e-11	-31.2834868642727	17.0208654683871	-2.46416926915217	"RNF213"	"ring finger protein 213"
"228971_at"	6.27904884169572e-09	1.89958714609524e-11	31.1947840150382	16.9929268357912	1.89642733917795	"SLC25A3"	"solute carrier family 25 member 3"
"208180_s_at"	6.27904884169572e-09	1.90639617324461e-11	-31.1837262557532	16.9894373059646	-3.41024354029717	"HIST1H4H"	"histone cluster 1, H4h"
"223434_at"	6.34068668875284e-09	1.93670722820617e-11	-31.1350218736766	16.9740498420006	-1.49444445014658	"GBP3"	"guanylate binding protein 3"
"1556190_s_at"	6.34377073078601e-09	1.94925191179159e-11	-31.1151090070213	16.9677503404533	-3.11769668298755	"LOC100507516"	"uncharacterized LOC100507516"
"210705_s_at"	6.53926178848922e-09	2.02969730021437e-11	-30.99066522322	16.9282724424141	-2.41379191697364	"TRIM5"	"tripartite motif containing 5"
"211367_s_at"	6.53926178848922e-09	2.03324097675934e-11	-30.9853084331831	16.926568823951	-2.46174549420638	"CASP1"	"caspase 1"
"200923_at"	6.56270609348203e-09	2.06179571640326e-11	-30.9425140269698	16.9129462679676	-1.86125948352551	"LGALS3BP"	"galectin 3 binding protein"
"203236_s_at"	6.56270609348203e-09	2.06453671345022e-11	-30.9384403969262	16.9116483526832	-3.01440209592088	"LGALS9"	"galectin 9"
